"angle","400","408","416","424","432","440","448","456","464","472","480","488","496","504","512","520","528","536","544","552","560","568","576","584","592","600","608","616","624","632","640","648","656","664","672","680","688","696","704","712","720","728","736","744","752","760","768","776","784","792","800"
0,0.870637461244112,0.83462304874208,0.804152106047797,0.781083399989722,0.765788280618862,0.757649760790163,0.756119684843544,0.760944031442716,0.771130950093412,0.786512928745202,0.806460130684236,0.830643511760563,0.858247760409445,0.888664846081497,0.921533611147115,0.955838345649437,0.991133613735155,1.02616994184619,1.0601367895954,1.09256317533507,1.12189541943392,1.14799674492859,1.17004355215807,1.18757918036387,1.2004802232258,1.208716201776,1.21236983754785,1.21190551975199,1.2076552046987,1.20000785505554,1.1896785248157,1.17712069708594,1.1627781798345,1.14721795036265,1.13089593973094,1.11406200743538,1.09703054748796,1.0801337642792,1.06352448024348,1.0475319502195,1.03192052305394,1.01715761640533,1.00304761682634,0.989867323318595,0.977538378225346,0.965969918483728,0.955195531001986,0.945307783997266,0.936404724645457,0.928228122156495,0.920876298383023
2,0.869154912849432,0.833217729629255,0.802855463042446,0.779904812118861,0.764725654795614,0.756696881383415,0.755269068511516,0.760187764801317,0.770460740952731,0.785923147127243,0.80594582749462,0.830197660652355,0.857863431836164,0.888335033590885,0.921249684346828,0.955590461547999,0.990910412131159,1.02595784746952,1.05992150461986,1.09232916320401,1.12162755936671,1.14768022225501,1.16966529615845,1.18712914607975,1.19995092540822,1.20810309247572,1.21167251596264,1.21112600832543,1.20679840814514,1.19908041767594,1.18868882193486,1.17607770366358,1.16169108964033,1.14609571210386,1.12974698089637,1.1128940548154,1.09585051470523,1.07894767294254,1.06233748481214,1.0463484169496,1.03074400441433,1.01599104815274,1.00189328983196,0.988727041511275,0.976413469043619,0.964861369238157,0.954104021785431,0.944233686840163,0.935348223631669,0.927189213281455,0.919854870499052
4,0.864714218652722,0.829013002979235,0.798978609443889,0.776382516871843,0.761550871324113,0.753850609409229,0.752728731547946,0.757929616192071,0.768459961064601,0.784162897527714,0.80441130195388,0.828867811325826,0.856717463708255,0.887351875131006,0.920403351421162,0.954851294912724,0.990244163954109,1.02532363279786,1.05927627307286,1.09162617299013,1.12082141448155,1.14672650319439,1.16852491061535,1.18577218938166,1.19835523067506,1.20625535382043,1.2095718960197,1.20877892828288,1.2042198983345,1.19629067366542,1.18571316769251,1.1729431958427,1.15842537901292,1.14272566384432,1.12629785536524,1.10938897751976,1.09231014873062,1.07538999397058,1.05877786316987,1.04279985388782,1.0272170654108,1.01249445191897,0.998433828700399,0.985310053013085,0.973042869721202,0.961540064324076,0.950834001718029,0.94101602353552,0.932183430494278,0.92407724719919,0.916795370736276
6,0.857337143710108,0.822043040079431,0.79256095184282,0.770556915993846,0.756303105872439,0.749147884818776,0.74853302889879,0.75420135312868,0.765157969912063,0.781259289359809,0.801881536640364,0.826676910652512,0.854830743869579,0.885734037602155,0.919010773402201,0.953634104214814,0.989144718518551,1.02427325845128,1.05820269735521,1.09045105798579,1.11946899839827,1.14512284933891,1.16660528123096,1.18348752723623,1.19566956845476,1.20314765250015,1.2060419818199,1.20483868261717,1.19989542040461,1.19161648942051,1.18073213203219,1.16770082999051,1.15296798703836,1.1370980735282,1.12054208421554,1.10354337774248,1.08640889400882,1.06946274273019,1.05284991997458,1.03689256115788,1.02134772566003,1.00667730144782,0.992679921383628,0.97962803837656,0.967439057495939,0.956019109024644,0.945399056077307,0.935668728300591,0.926924513227645,0.91890653369254,0.911712169973063
8,0.847062903584151,0.812366310238228,0.78366871327447,0.762495299079085,0.749047275686201,0.742649733273062,0.742738609304878,0.749055297949366,0.760603089491369,0.777256918062311,0.798397605377589,0.823662653995547,0.852237535997919,0.88351206487374,0.917098279131179,0.95196032250192,0.987627752607005,1.02281583920964,1.05670255244429,1.08879762118291,1.11755602701476,1.14284708363605,1.16387702080517,1.18023979609014,1.19185411567311,1.19873744931598,1.20103936700089,1.19926276514931,1.19378492136146,1.18502153293976,1.1737140347101,1.16032417390377,1.14529801638015,1.12919761908297,1.11246976347852,1.09535245866387,1.07814664488893,1.06117004004564,1.04456152532602,1.02863766457787,1.01314990643267,0.998555872477643,0.984649801492908,0.971700823745341,0.959623129296072,0.948320594904817,0.9378220292475,0.92821518483262,0.919595207501711,0.911701011431495,0.904629279322629
10,0.833952226893743,0.800067581535769,0.77239556238106,0.752291654456658,0.739873406048739,0.73444041654653,0.735423482884945,0.742563386321477,0.754861688979605,0.772216988310964,0.794015831948281,0.819876664565263,0.848984656767362,0.880727524403383,0.914701450276951,0.94985855146412,0.985713650232293,1.0209624016371,1.05477643138538,1.08665518131795,1.11506046266886,1.13986618817132,1.16029720659529,1.17597801161677,1.18685204924085,1.19296459384265,1.1945031897188,1.19199206790231,1.18583317642653,1.1764561692858,1.16461604783676,1.15077795254184,1.13538806175258,1.1190047457865,1.10206890544367,1.08481131507663,1.06752496060963,1.05051923457547,1.03392513437018,1.01805202807504,1.00264423647613,0.988153944787028,0.974369852107497,0.961556892916669,0.949625229541756,0.938475950927274,0.928135306660611,0.918688446492657,0.910228981982976,0.90249436488958,0.895580424473615
12,0.818092354014582,0.785260193815815,0.75886313858997,0.740066183829003,0.728895615582732,0.724626175352355,0.726685685130298,0.734815840345029,0.748016906266125,0.766216094951189,0.788806621718916,0.815383351579708,0.845130326108565,0.877431808105977,0.911863828388741,0.947363133891168,0.983425909797112,1.01872411913699,1.05242182834271,1.08400655739604,1.11195048839135,1.13613438045904,1.1558076827165,1.17063421250962,1.18058862522488,1.18575090023706,1.18635522025409,1.18295145879625,1.17597080061388,1.16585882902583,1.15338582988624,1.13901985641188,1.12320610858262,1.10649758197886,1.08932731167238,1.07191671891668,1.0545487321421,1.0375224307055,1.02095916507697,1.00515947779805,0.989859125335207,0.975503730330082,0.961875397666405,0.949234052964588,0.937485100550099,0.926526389584466,0.916381167344189,0.907131505697992,0.89886923419099,0.891330155575855,0.884609120304663
14,0.799602309622882,0.76808812950917,0.743221168802643,0.725964339777636,0.716250620803112,0.71333351582478,0.716641519038962,0.725919455236204,0.740167014063325,0.759344672687539,0.782852976693044,0.810258454308421,0.840742692026797,0.873684581764781,0.908635230481897,0.944512283988316,0.980789053696251,1.01610999994842,1.04963064199827,1.08082546999446,1.10818193373187,1.1315907189458,1.15033301006621,1.16412190032493,1.17297022004316,1.17699985351051,1.17650023347871,1.17205077405106,1.16411577313784,1.15315795416663,1.13996376932345,1.12500296379695,1.1087180276233,1.09165441638292,1.07423496219257,1.0566693693308,1.03922825950171,1.02219837298632,1.00568968055885,0.989992282068616,0.974832047908985,0.960646972248543,0.94721163076643,0.93478020299493,0.923252708283092,0.912523404170462,0.902612166656922,0.893597575524691,0.885569483215448,0.878261937054673,0.871768718203551
16,0.778637655998645,0.748727353478637,0.725646854793664,0.710155206117978,0.702095668117729,0.700707000889854,0.705423367180831,0.715995507712013,0.73142344606029,0.751705131585356,0.77624870848138,0.804587280697054,0.835898030456868,0.869551873605632,0.905069653596132,0.941345747477815,0.977826008077021,1.01312399894554,1.04638608305859,1.07707336721907,1.1036951937929,1.12615631980941,1.14377818764063,1.15633443566524,1.1638835200547,1.16659664481728,1.16482686181989,1.1591864042715,1.15017562646773,1.13827463966834,1.12428591974926,1.10867882343333,1.09189068015313,1.07445672444863,1.05678688644423,1.03907655635598,1.02158167703002,1.00457461730523,0.988152302309359,0.972592812556704,0.957610966649883,0.943636143747054,0.930434606424919,0.918254142834395,0.90698888482145,0.896529263270382,0.886891499946987,0.878150338760605,0.870393518834007,0.863353317309193,0.857122393377404
